sample_id,case_id,source_run,source_file,model_family,artifact_file_slug,file_path,a_summary_path,b_summary_path,a_parse_ok,b_parse_ok,parse_ok,a_parse_error,b_parse_error,a_total_changes,b_total_changes,a_likely_intent,b_likely_intent,a_type_addition,b_type_addition,a_type_modification,b_type_modification,a_type_removal,b_type_removal,a_type_unknown,b_type_unknown,a_type_intent,b_type_intent,a_type_note,b_type_note,a_type_likely intent,b_type_likely intent,a_type_analysis,b_type_analysis,a_type_import,b_type_import,a_type_commentary,b_type_commentary,a_type_summary,b_type_summary,a_type_replacement,b_type_replacement,a_type_additional,b_type_additional,a_type_refactor,b_type_refactor,a_type_renaming,b_type_renaming,a_type_class rename,b_type_class rename,a_type_deprecation,b_type_deprecation,a_type_metaclass introduction,b_type_metaclass introduction,a_type_json object,b_type_json object,a_type_reordering,b_type_reordering,a_type_boolean,b_type_boolean,a_type_reformatting,b_type_reformatting,a_type_reorganization,b_type_reorganization,a_type_comment,b_type_comment,a_type_assertion,b_type_assertion,selected_parent,metadata_source,result_file_rows,result_failure_file_rows,all_files_failed_exact_match,any_file_failed_exact_match,mean_exact_match,repo,difficulty,project_size,model_name,rejected_parent,selected_change_count,rejected_change_count,selected_minus_rejected_changes,summary_preference_label
130376795108,130376795108-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,py_torch_tensorrt_dynamo_conversion_impl_quantize.py,py/torch_tensorrt/dynamo/conversion/impl/quantize.py,data\labeling_results\2025-11-23-qwen3-failure-cases\130376795108-1\bypass\py_torch_tensorrt_dynamo_conversion_impl_quantize.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\130376795108-1\bypass\py_torch_tensorrt_dynamo_conversion_impl_quantize.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),5,6,Enhance input type flexibility and streamline quantization/dequantization layer configuration by leveraging new utility functions and direct dtype propagation.,"Fix INT8/FP8 constant folding by adding per-channel quantization support, expanding dtype compatibility, and ensuring proper tensor conversion with axis-aware scale handling",1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pytorch/TensorRT,medium,huge,groq:qwen/qwen3-32b,B,5.0,6.0,-1.0,favored_simplicity
133728812294,133728812294-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,setup.py,setup.py,data\labeling_results\2025-11-23-qwen3-failure-cases\133728812294-1\bypass\setup.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\133728812294-1\bypass\setup.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),1,5,Update lighteval dependency to incorporate v0 and v1 revipes from the tune-pass-at-k branch,"Enable Chinese language support via jieba, integrate Morph Cloud code execution sandbox, and update LightEval dependency for evaluation improvements",0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,huggingface/open-r1,easy,small,groq:qwen/qwen3-32b,B,1.0,5.0,-4.0,favored_simplicity
134296232550,134296232550-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,tests_test_client_legacy.py,tests/test_client_legacy.py,data\labeling_results\2025-11-23-qwen3-failure-cases\134296232550-1\bypass\tests_test_client_legacy.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\134296232550-1\bypass\tests_test_client_legacy.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),4,3,Simplify streaming test validation by removing incremental step tracking and adopting OpenAI-specific SSE completion signal,Refactor agent initialization logic to centralize helper functions and simplify parameter handling by using agent_state instead of individual components.,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,cpacker/MemGPT,easy,medium,groq:qwen/qwen3-32b,B,4.0,3.0,1.0,favored_complexity
134972618836,134972618836-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,build.py,build.py,data\labeling_results\2025-11-23-qwen3-failure-cases\134972618836-1\bypass\build.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\134972618836-1\bypass\build.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),4,6,"Upgrade core dependencies (ORT, OpenVINO) to latest versions and enable custom vLLM builds with private dependencies, likely to support internal/enterprise requirements while maintaining public build compatibility.",Prepare for a new Triton Inference Server development cycle by updating version numbers and adding OpenAI-related dependencies to support new features or integrations.,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,triton-inference-server/server,easy,large,groq:qwen/qwen3-32b,B,4.0,6.0,-2.0,favored_simplicity
137067530791,137067530791-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,py_torch_tensorrt__compile.py,py/torch_tensorrt/_compile.py,data\labeling_results\2025-11-23-qwen3-failure-cases\137067530791-1\bypass\py_torch_tensorrt__compile.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\137067530791-1\bypass\py_torch_tensorrt__compile.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),3,6,"Prevent unnecessary input requirements for module save operations, add user guidance via warnings, and clarify input handling based on module type and retrace flag.","Enable cross-compilation workflow for Windows inference from Linux host, with corresponding model loading and improved input validation during model saving.",0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,pytorch/TensorRT,hard,huge,groq:qwen/qwen3-32b,B,3.0,6.0,-3.0,favored_simplicity
137067530791,137067530791-2,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,py_torch_tensorrt_dynamo__exporter.py,py/torch_tensorrt/dynamo/_exporter.py,data\labeling_results\2025-11-23-qwen3-failure-cases\137067530791-2\bypass\py_torch_tensorrt_dynamo__exporter.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\137067530791-2\bypass\py_torch_tensorrt_dynamo__exporter.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),7,7,Remove shape analysis dependency by using node metadata directly for TRT module output inference,"Enable cross-compilation for Windows by modifying TensorRT engine serialization workflow, using base64-encoded placeholders instead of direct engine execution during export.",0,3,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,pytorch/TensorRT,hard,huge,groq:qwen/qwen3-32b,B,7.0,7.0,0.0,tie_ambiguous
137067530791,137067530791-3,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,tests_py_dynamo_conversion_harness.py,tests/py/dynamo/conversion/harness.py,data\labeling_results\2025-11-23-qwen3-failure-cases\137067530791-3\bypass\tests_py_dynamo_conversion_harness.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\137067530791-3\bypass\tests_py_dynamo_conversion_harness.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),4,6,"Replace dummy dtype inference with actual model execution to improve test reliability when using fx.symbolic_trace, which lacks metadata. The new function handles dynamic shape testing scenarios more accurately.","Migrate test harness from fx.symbolic_trace to Dynamo tracing for better dynamic shape support and modernization, while maintaining backward compatibility through phased test file transitions",1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,pytorch/TensorRT,hard,huge,groq:qwen/qwen3-32b,B,4.0,6.0,-2.0,favored_simplicity
139406595292,139406595292-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,lavague-core_lavague_core_world_model.py,lavague-core/lavague/core/world_model.py,data\labeling_results\2025-11-23-qwen3-failure-cases\139406595292-1\bypass\lavague-core_lavague_core_world_model.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\139406595292-1\bypass\lavague-core_lavague_core_world_model.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),5,3,Enhance the WorldModel's contextual awareness of browser tabs and dropdown interactions to improve navigation accuracy and enable multi-tab workflow handling.,Enhance dropdown interaction handling in navigation tasks and improve observability through detailed screenshot logging.,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,2,2,True,True,0.0,lavague-ai/LaVague,hard,medium,groq:qwen/qwen3-32b,B,5.0,3.0,2.0,favored_complexity
139406595292,139406595292-2,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,lavague-integrations_drivers_lavague-drivers-driverserver_lavague_drivers_driverserver_base.py,lavague-integrations/drivers/lavague-drivers-driverserver/lavague/drivers/driverserver/base.py,data\labeling_results\2025-11-23-qwen3-failure-cases\139406595292-2\bypass\lavague-integrations_drivers_lavague-drivers-driverserver_lavague_drivers_driverserver_base.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\139406595292-2\bypass\lavague-integrations_drivers_lavague-drivers-driverserver_lavague_drivers_driverserver_base.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),3,1,Enhance browser automation capabilities by adding tab management and improving form interaction options for search scenarios.,"Simplify visibility validation by removing deprecated client-side checks, relying on updated DOM traversal and element retrieval mechanisms introduced in the 'Improve elements retrieval' changeset.",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,2,2,True,True,0.0,lavague-ai/LaVague,hard,medium,groq:qwen/qwen3-32b,B,3.0,1.0,2.0,favored_complexity
140532355399,140532355399-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,lerobot_common_datasets_aggregate.py,lerobot/common/datasets/aggregate.py,data\labeling_results\2025-11-23-qwen3-failure-cases\140532355399-1\bypass\lerobot_common_datasets_aggregate.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\140532355399-1\bypass\lerobot_common_datasets_aggregate.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),10,3,"Refactor dataset aggregation to use modular helper functions with structured index tracking, improve scalability through chunked processing, and support distributed dataset handling via HF_LEROBOT_HOME integration.",Enhance data aggregation safety and support for image-type features by introducing a context-aware writing utility.,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,huggingface/lerobot,medium,medium,groq:qwen/qwen3-32b,B,10.0,3.0,7.0,favored_complexity
143627738161,143627738161-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,app_modules_intelligence_provider_provider_service.py,app/modules/intelligence/provider/provider_service.py,data\labeling_results\2025-11-23-qwen3-failure-cases\143627738161-1\bypass\app_modules_intelligence_provider_provider_service.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\143627738161-1\bypass\app_modules_intelligence_provider_provider_service.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),7,7,Remove Mistral AI as a supported platform provider and improve code formatting consistency across configuration and API key handling logic.,"Enable JSON mode for structured outputs and integrate Portkey API for key management and request routing, improving flexibility and security in LLM interactions.",0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,potpie-ai/potpie,easy,medium,groq:qwen/qwen3-32b,B,7.0,7.0,0.0,tie_ambiguous
147998253852,147998253852-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,fastchat_serve_monitor_monitor.py,fastchat/serve/monitor/monitor.py,data\labeling_results\2025-11-23-qwen3-failure-cases\147998253852-1\bypass\fastchat_serve_monitor_monitor.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\147998253852-1\bypass\fastchat_serve_monitor_monitor.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),6,9,"Rebrand 'Arena Elo' metric as 'Arena Score', improve numerical handling for ratings, and add conditional support for Vision model leaderboard tab.","Introduced a new 'Arena-Hard-Auto' leaderboard category, reorganized markdown generation into a separate module, and enhanced UI interactivity for category sorting and data visualization.",0,6,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,lm-sys/FastChat,medium,medium,groq:qwen/qwen3-32b,B,6.0,9.0,-3.0,favored_simplicity
153290721917,153290721917-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,agent_function_analyzer.py,agent/function_analyzer.py,data\labeling_results\2025-11-23-qwen3-failure-cases\153290721917-1\bypass\agent_function_analyzer.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\153290721917-1\bypass\agent_function_analyzer.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),8,7,"Refactor FunctionAnalyzer to use ADKBaseAgent for reusable ADK logic, integrate ProjectContainerTool for code inspection, and transition from async agent execution to synchronous LLM interaction with deterministic function source inclusion.","Refactor FunctionAnalyzer to use ADKBaseAgent for standardized agent initialization, integrate ProjectContainerTool for local code context retrieval, and streamline the function analysis workflow by deterministically including source code in prompts.",3,4,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,google/oss-fuzz-gen,easy,medium,groq:qwen/qwen3-32b,B,8.0,7.0,1.0,favored_complexity
153728985754,153728985754-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,scripts_eval_constraints_if_functions.py,scripts/eval_constraints/if_functions.py,data\labeling_results\2025-11-23-qwen3-failure-cases\153728985754-1\bypass\scripts_eval_constraints_if_functions.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\153728985754-1\bypass\scripts_eval_constraints_if_functions.py\b_summary.txt,True,False,False,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json: Expecting value: line 1 column 1 (char 0),25,1,Implement comprehensive constraint validation framework for IFEval taxonomy covering 25 different response evaluation criteria,,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,allenai/open-instruct,medium,medium,groq:qwen/qwen3-32b,B,25.0,1.0,24.0,unparseable
154304387807,154304387807-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,swarms_structs_cron_job.py,swarms/structs/cron_job.py,data\labeling_results\2025-11-23-qwen3-failure-cases\154304387807-1\bypass\swarms_structs_cron_job.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\154304387807-1\bypass\swarms_structs_cron_job.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),1,3,Fix import error caused by Agent class relocation to sub-module,Generalize CronJob to accept any callable (not just Agent instances) while maintaining compatibility with existing callable types,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,kyegomez/swarms,easy,large,groq:qwen/qwen3-32b,B,1.0,3.0,-2.0,favored_simplicity
158845296408,158845296408-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,python_sglang_srt_entrypoints_http_server.py,python/sglang/srt/entrypoints/http_server.py,data\labeling_results\2025-11-23-qwen3-failure-cases\158845296408-1\bypass\python_sglang_srt_entrypoints_http_server.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\158845296408-1\bypass\python_sglang_srt_entrypoints_http_server.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),2,3,Prevent server process termination during warmup phase to allow debugging or graceful error handling instead of force-killing the process tree on initialization failures,Enhance server control by adding abort-all capability and making warmup skippable via --skip-warmup flag for weight update scenarios,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,sgl-project/sglang,medium,large,groq:qwen/qwen3-32b,B,2.0,3.0,-1.0,favored_simplicity
159827835820,159827835820-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,llama-index-core_llama_index_core_llama_dataset_base.py,llama-index-core/llama_index/core/llama_dataset/base.py,data\labeling_results\2025-11-23-qwen3-failure-cases\159827835820-1\bypass\llama-index-core_llama_index_core_llama_dataset_base.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\159827835820-1\bypass\llama-index-core_llama_index_core_llama_dataset_base.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),7,3,Improve type compatibility with mypy by replacing List with Sequence in type annotations to allow for more flexible collection types while maintaining interface consistency.,Fix Pydantic V2 compatibility by properly annotating class variables with ClassVar to prevent misinterpretation as private attributes,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,2,2,True,True,0.0,run-llama/llama_index,hard,huge,groq:qwen/qwen3-32b,B,7.0,3.0,4.0,favored_complexity
159827835820,159827835820-2,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,llama-index-core_llama_index_core_workflow_context.py,llama-index-core/llama_index/core/workflow/context.py,data\labeling_results\2025-11-23-qwen3-failure-cases\159827835820-2\bypass\llama-index-core_llama_index_core_workflow_context.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\159827835820-2\bypass\llama-index-core_llama_index_core_workflow_context.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),2,7,"Improve type annotations (mypy support) and simplify conditional logic, though the __init__ change may alter lock/session inheritance behavior when parent contexts exist.","Consolidate workflow state management by merging Context/Session, deprecating legacy session/data patterns, and adding event-driven workflow coordination features.",0,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,2,2,True,True,0.0,run-llama/llama_index,hard,huge,groq:qwen/qwen3-32b,B,2.0,7.0,-5.0,favored_simplicity
160166433373,160166433373-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,letta_server_rest_api_routers_v1_agents.py,letta/server/rest_api/routers/v1/agents.py,data\labeling_results\2025-11-23-qwen3-failure-cases\160166433373-1\bypass\letta_server_rest_api_routers_v1_agents.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\160166433373-1\bypass\letta_server_rest_api_routers_v1_agents.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),3,5,"Enforce single-message handling for API compatibility, simplify configuration logic, and adjust streaming response generation for consistency with current implementation constraints.","Enhance agent listing with name/tags filtering, improve API documentation for message streaming, and clean up deprecated code while fixing inconsistencies in response handling.",0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,cpacker/MemGPT,medium,medium,groq:qwen/qwen3-32b,B,3.0,5.0,-2.0,favored_simplicity
160767656621,160767656621-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,hls4ml_backends_vivado_vivado_backend.py,hls4ml/backends/vivado/vivado_backend.py,data\labeling_results\2025-11-23-qwen3-failure-cases\160767656621-1\bypass\hls4ml_backends_vivado_vivado_backend.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\160767656621-1\bypass\hls4ml_backends_vivado_vivado_backend.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),6,2,Added descriptive metadata to layer configuration attributes for improved documentation and user guidance,Standardize convolution implementation options and introduce a dedicated code generation step for pointwise convolutions in the Vivado backend.,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,fastmachinelearning/hls4ml,easy,medium,groq:qwen/qwen3-32b,B,6.0,2.0,4.0,favored_complexity
163540612069,163540612069-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,src_crewai_crew.py,src/crewai/crew.py,data\labeling_results\2025-11-23-qwen3-failure-cases\163540612069-1\bypass\src_crewai_crew.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\163540612069-1\bypass\src_crewai_crew.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),12,2,"Refactor task execution to unify async/sync handling, add task replay functionality, improve logging with TaskOutputStorageHandler, and ensure consistent output metrics tracking across all execution modes.","Prevent tool duplication in sequential process execution and adjust telemetry initialization timing, likely to improve tool management accuracy and fix unintended side effects from telemetry tracking",8,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,crewAIInc/crewAI,easy,large,groq:qwen/qwen3-32b,B,12.0,2.0,10.0,favored_complexity
164866621823,164866621823-1,2025-11-23-qwen3-failure-cases,2025-11-23-qwen3-failure-classifications,qwen3,open_instruct_ground_truth_utils.py,open_instruct/ground_truth_utils.py,data\labeling_results\2025-11-23-qwen3-failure-cases\164866621823-1\bypass\open_instruct_ground_truth_utils.py\a_summary.txt,data\labeling_results\2025-11-23-qwen3-failure-cases\164866621823-1\bypass\open_instruct_ground_truth_utils.py\b_summary.txt,True,True,True,nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),nested_summary_json_fallback_type_regex: Expecting value: line 1 column 1 (char 0),7,2,"Enhance verification system with multiple answer extraction strategies, introduce F1-based scoring, and refine length constraints for better reward shaping across diverse tasks.","Add a Tulu Thinker-specific verifier using F1 score as a baseline evaluation metric, with future plans to enhance with more sophisticated verification logic.",5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,allenai/open-instruct,easy,medium,groq:qwen/qwen3-32b,B,7.0,2.0,5.0,favored_complexity
